Name	SMILES	H298	S298	300 K	400 K	500 K	600 K	800 K	1000 K	1500 K	Comment
114-1,3-Met-2-OH	c1c(ccc(c1O)CC)OC	-72.05	111.093661036	46.11	58.55	68.76	76.87	89.34	97.76	110.27	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
115-1,3-MeO-5-Et	c1(cc(cc(c1)OC)CC)OC	-66.85	119.920491554	51.4	65.59	77.04	86.23	100.75	110.52	125.01	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
116-1,3-MeO-4-Vin	c1c(c(cc(c1)OC)OC)C=C	-38.57	116.233661036	49.85	63.12	73.62	81.92	94.98	103.64	116.61	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
117-1-MeO-3-OH-4-Et	c1c(ccc(c1O)CC)OC	-72.05	111.093661036	46.11	58.55	68.76	76.87	89.34	97.76	110.27	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
118-1-MeO-2-For-4-Et	c1c(c(cc(c1)CC)C=O)OC	-60.46	117.793661036	48.95	61.49	71.94	80.46	93.84	102.76	114.41	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
119-1,2-For-4-MeO	c1c(cc(c(c1)C=O)C=O)OC	-78.12	113.516830518	45.29	55.64	64.08	70.93	81.79	88.52	95.74	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
120-1,2-For-3-Me	c1cc(c(c(c1)C=O)C=O)C	-49.21	106.326830518	40.66	49.78	57.86	64.68	75.44	82.46	90.05	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
121-1,3-For-5-Et	c1(cc(cc(c1)C=O)CC)C=O	-54.07	115.666830518	46.5	57.39	66.84	74.69	86.93	95.0	103.81	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
122-1,4-For-3-Me	c1c(c(cc(c1)C=O)C)C=O	-49.21	106.326830518	40.66	49.78	57.86	64.68	75.44	82.46	90.05	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
123-1-For-3-MeO-4-Et	c1cc(cc(c1CC)OC)C=O	-60.46	117.793661036	48.95	61.49	71.94	80.46	93.84	102.76	114.41	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
124-1-For-3-MeO-5-Et	c1(cc(cc(c1)OC)C=O)CC	-60.46	117.793661036	48.95	61.49	71.94	80.46	93.84	102.76	114.41	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
125-1,2-For-4-Me	c1c(cc(c(c1)C=O)C=O)C	-49.21	106.326830518	40.66	49.78	57.86	64.68	75.44	82.46	90.05	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
126-1,2-For-5-Me	c1(C)ccc(c(c1)C=O)C=O	-49.21	106.326830518	40.66	49.78	57.86	64.68	75.44	82.46	90.05	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
127-1,2-Vin-3-MeO	c1cc(c(c(c1)C=C)C=C)OC	13.76	114.696830518	49.51	62.4	72.96	81.37	94.35	103.24	116.28	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
128-1,2-Vin-4-MeO	C=Cc1c(C=C)cc(cc1)OC	13.76	114.696830518	49.51	62.4	72.96	81.37	94.35	103.24	116.28	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
129-1,2-Vin-3-For	c1cc(c(c(c1)C=C)C=C)C=O	20.15	112.57	47.06	58.3	67.86	75.6	87.44	95.48	105.68	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
130-1,2-Vin-4-For	c1c(cc(c(c1)C=C)C=C)C=O	20.15	112.57	47.06	58.3	67.86	75.6	87.44	95.48	105.68	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
131-1,2-Vin-3-Me	c1cc(c(c(c1)C=C)C=C)C	42.67	107.506830518	44.88	56.54	66.74	75.12	88.0	97.18	110.59	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
132-1,2-Vin-4-Me	C=Cc1c(C=C)cc(C)cc1	42.67	107.506830518	44.88	56.54	66.74	75.12	88.0	97.18	110.59	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
133-1,3-Vin-2-OH	c1ccc(c(c1C=C)O)C=C	8.56	105.87	44.22	55.36	64.68	72.01	82.94	90.48	101.54	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
