Name	SMILES	H298	S298	300 K	400 K	500 K	600 K	800 K	1000 K	1500 K	Comment
107-1-OH-3-For-5-Et	c1c(cc(cc1CC)C=O)O	-65.66	108.966830518	43.66	54.45	63.66	71.1	82.43	90.0	99.67	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
108-1-OH-2-Vin-3-Et	c1(c(cccc1O)CC)C=C	-18.0	107.406830518	47.73	59.81	69.89	77.92	89.91	98.29	110.47	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl_oo_2_Cs_3_Os) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
109-1-OH-3-Vin-4-Et	c1c(ccc(c1C=C)CC)O	-18.62	108.196830518	47.13	59.17	69.27	77.32	89.4	97.86	110.18	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_Cs) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
110-1-OH-3-Vin-5-Et	c1(cc(cc(c1)C=C)CC)O	-19.72	109.556830518	45.77	57.83	68.1	76.32	88.71	97.36	109.94	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
111-1-OH-2-Me-4-Et	c1cc(c(cc1CC)C)O	-43.14	103.903661036	41.48	52.69	62.54	70.62	82.99	91.7	104.58	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
112-1-OH-3-Me-5-Et	c1c(cc(cc1C)O)CC	-43.14	103.903661036	41.48	52.69	62.54	70.62	82.99	91.7	104.58	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
113-1-OH-3-Et-4-Me	c1cc(c(cc1O)CC)C	-42.14	102.323661036	42.26	53.39	63.16	71.22	83.53	92.18	104.94	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs_o_2_Cs) + group(Cb-Cs) + other(1_Cs_o_2_Cs) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
114-1,3-Met-2-OH	c1c(ccc(c1O)CC)OC	-72.05	111.093661036	46.11	58.55	68.76	76.87	89.34	97.76	110.27	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
115-1,3-MeO-5-Et	c1(cc(cc(c1)OC)CC)OC	-66.85	119.920491554	51.4	65.59	77.04	86.23	100.75	110.52	125.01	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
116-1,3-MeO-4-Vin	c1c(c(cc(c1)OC)OC)C=C	-37.95	115.443661036	50.45	63.77	74.24	82.52	95.48	104.07	116.9	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_Os) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
117-1-MeO-3-OH-4-Et	c1c(ccc(c1O)CC)OC	-72.05	111.093661036	46.11	58.55	68.76	76.87	89.34	97.76	110.27	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
118-1-MeO-2-For-4-Et	c1c(c(cc(c1)CC)C=O)OC	-58.57	117.383661036	48.33	61.56	72.56	81.39	94.82	103.55	114.72	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_methoxy_o_2_formyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
119-1,2-For-4-MeO	c1c(cc(c(c1)C=O)C=O)OC	-74.18	114.846830518	45.31	55.8	64.39	71.32	82.11	88.61	95.5	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Od)) + other(1_formyl_o) + group(Cb-(Cds-Od)) + other(1_formyl_o) + group(Cb-Os) + other(1_methoxy_p_2_formyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
120-1,2-For-3-Me	c1cc(c(c(c1)C=O)C=O)C	-42.23	107.276830518	42.02	50.9	58.72	65.28	75.54	82.12	89.23	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs_o_2_formyl) + group(Cb-(Cds-Od)) + other(1_formyl_o) + group(Cb-(Cds-Od)) + other(1_formyl_o) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
121-1,3-For-5-Et	c1(cc(cc(c1)C=O)CC)C=O	-52.93	115.686830518	46.9	57.63	66.96	74.71	86.83	94.84	103.61	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl_m) + group(Cb-(Cds-Od)) + other(1_formyl_m) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
122-1,4-For-3-Me	c1c(c(cc(c1)C=O)C)C=O	-44.91	105.556830518	42.06	50.84	58.58	65.1	75.46	82.24	89.61	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs_o_2_formyl) + group(Cb-(Cds-Od)) + other(1_formyl_p) + group(Cb-(Cds-Od)) + other(1_formyl_p) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
123-1-For-3-MeO-4-Et	c1cc(cc(c1CC)OC)C=O	-60.46	117.793661036	48.95	61.49	71.94	80.46	93.84	102.76	114.41	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
124-1-For-3-MeO-5-Et	c1(cc(cc(c1)OC)C=O)CC	-60.46	117.793661036	48.95	61.49	71.94	80.46	93.84	102.76	114.41	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
125-1,2-For-4-Me	c1c(cc(c(c1)C=O)C=O)C	-44.17	107.846830518	41.06	50.18	58.24	65.02	75.54	82.26	89.45	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl_o) + group(Cb-(Cds-Od)) + other(1_formyl_o) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
126-1,2-For-5-Me	c1(C)ccc(c(c1)C=O)C=O	-44.17	107.846830518	41.06	50.18	58.24	65.02	75.54	82.26	89.45	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl_o) + group(Cb-(Cds-Od)) + other(1_formyl_o) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
127-1,2-Vin-3-MeO	c1cc(c(c(c1)C=C)C=C)OC	16.32	113.366830518	51.21	63.81	74.08	82.28	94.9	103.63	116.45	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Cds)) + other(1_vinyl_oo_2_vinyl_3_Os) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-Os) + other(1_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
128-1,2-Vin-4-MeO	C=Cc1c(C=C)cc(cc1)OC	15.7	114.156830518	50.61	63.16	73.46	81.69	94.39	103.2	116.16	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-Os) + other(1_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
129-1,2-Vin-3-For	c1cc(c(c(c1)C=C)C=C)C=O	24.93	111.4	48.47	59.44	68.86	76.51	88.06	95.87	105.63	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(1_vinyl_oo_2_formyl_3_vinyl) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
130-1,2-Vin-4-For	c1c(cc(c(c1)C=C)C=C)C=O	22.09	112.03	48.16	59.06	68.36	75.92	87.48	95.44	105.56	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
131-1,2-Vin-3-Me	c1cc(c(c(c1)C=C)C=C)C	45.71	105.596830518	47.34	58.64	68.41	76.44	88.74	97.64	110.71	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl_oo_2_vinyl_3_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
132-1,2-Vin-4-Me	C=Cc1c(C=C)cc(C)cc1	44.61	106.966830518	45.98	57.3	67.24	75.44	88.04	97.14	110.47	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
133-1,3-Vin-2-OH	c1ccc(c(c1C=C)O)C=C	9.8	104.29	45.42	56.66	65.92	73.21	83.94	91.34	102.12	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_Os) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_Os) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
